id,SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,Category
792,CCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1,0.49744238,2.6772,300.357,2,1,45.34,6,0.635,0.1,3,0,1,0,7.9617,-0.11377,-0.03009,0.08368,0.11377,0.03009,0.07193,0.04184,23.90057361,0.061829886,0.154679886,0.010819886,2603.608,2606.669635,Benzimidazoles
793,CCCCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.213726932,0.0713,441.288,2,1,45.34,7,0.446,0.1,3,0,1,0,,,,,,,,,,,,,,,other
794,CCCCCCC[n+]1ccccn1.[I-],0.387476388,-0.6565,306.191,1,0,16.77,6,0.854,0.1,2,0,0,0,,,,,,,,,,,,,,,other
795,CCCCCCCC[N+](C)(C)c1ccc(/C=N\c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.220932484,2.858,513.524,4,0,39.29,11,0.7492,0.1,4,0,1,0,,,,,,,,,,,,,,,other
796,CCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.384735163,-0.5638,326.319,2,1,29.46,12,0.843,0.1,1,0,2,0,6.8558,-0.04181,0.02804,0.06985,0.04181,-0.02804,0.006885,0.034925,28.63278454,0.000678643,0.025026143,0.011256143,2494.385,2499.78432,Pyridines
797,CCCCCCCC[n+]1ccccn1.[I-],0.384094449,-0.2664,320.218,1,0,16.77,7,0.872,0.1,2,0,0,0,,,,,,,,,,,,,,,other
798,CCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.039295846,7.515,920.96,4,0,43.18,25,0.9535,0.1,4,0,2,0,,,,,,,,,,,,,,,other
799,CCCCCCCCC[n+]1ccccn1.[I-],0.375051575,0.1237,334.245,1,0,16.77,8,0.854,0.1,2,0,0,0,,,,,,,,,,,,,,,Pyridines
800,CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.7287,0.1,4,1,0,0,,,,,,,,,,,,,,,Pyridines
801,CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.7287,0.1,4,1,0,0,,,,,,,,,,,,,,,other
802,CCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.031007293,9.0754,977.068,4,0,43.18,29,0.9608,0.1,4,0,2,0,,,,,,,,,,,,,,,Brominated
803,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.962,0.1,5,0,1,0,4.4292,-0.23234,-0.0461,0.18624,0.23234,0.0461,0.13922,0.09312,10.73883162,0.104071136,0.289851136,0.011411136,4379.777,4385.67406,Pyridines
804,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.237675584,6.8904,431.669,5,0,63.38,18,0.962,0.1,5,0,1,0,4.4292,-0.23234,-0.0461,0.18624,0.23234,0.0461,0.13922,0.09312,10.73883162,0.104071136,0.289851136,0.011411136,4379.777,4385.67406,other
805,CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.7852,0.1,4,1,0,0,,,,,,,,,,,,,,,Pyridines
806,CCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.151853163,4.4184,569.632,4,0,39.29,15,0.8648,0.1,4,0,1,0,10.1255,-0.07275,-0.01964,0.05311,0.07275,0.01964,0.046195,0.026555,37.65769158,0.040180343,0.099652843,0.007262843,4965.353,4954.832477,other
807,CCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.046089926,6.4931,836.952,1,0,24.72,26,0.7852,0.1,4,1,0,0,,,,,,,,,,,,,,,Schiff bases
808,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.851,0.1,1,0,2,0,8.1089,0.00873,0.04705,0.03832,-0.00873,-0.04705,-0.02789,0.01916,52.19206681,0.020298854,0.001988854,0.057768854,3367.465,3373.197168,other
809,CCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.027115054,10.6358,1033.176,4,0,43.18,33,0.9691,0.1,4,0,2,0,,,,,,,,,,,,,,,other
810,CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCC)C1=O,0.109198832,9.8671,543.885,5,0,63.38,26,0.957,0.1,5,0,1,0,4.0625,-0.23613,-0.05638,0.17975,0.23613,0.05638,0.146255,0.089875,11.12656467,0.11900153,0.31019403,0.01768403,5825.899,5821.615344,other
811,CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/C(=S)/N=C/c2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.8539,0.1,4,1,0,0,,,,,,,,,,,,,,,other
812,CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2cn(C)n(-c3ccccc3)c2=O)cc1.[Br-],0.091865486,5.9788,625.74,4,0,39.29,19,0.8835,0.1,4,0,1,0,9.8023,-0.11758,-0.06392,0.05366,0.11758,0.06392,0.09075,0.02683,37.27171077,0.153476752,0.257641752,0.076141752,5128.028,5135.219092,Schiff bases
813,CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.029729785,9.6139,949.168,1,0,24.72,34,0.8539,0.1,4,1,0,0,,,,,,,,,,,,,,,Schiff bases
814,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.946,0.1,2,0,1,0,6.961,-0.00504,0.04595,0.05099,0.00504,-0.04595,-0.020455,0.025495,39.22337713,0.008205668,0.000498168,0.041408168,,,Brominated
815,CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.260555783,7.9967,403.676,2,0,20.31,16,0.883,0.1,1,1,1,0,2.8278,-0.21356,-0.02601,0.18755,0.21356,0.02601,0.119785,0.093775,10.66382298,0.076504645,0.243177145,0.003607145,4417.266,4408.077576,other
816,CCCCCCCCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.351079522,4.5677,370.53,5,0,49.45,13,0.922,0.1,0,0,5,0,1.754,-0.24812,0.05827,0.30639,0.24812,-0.05827,0.094925,0.153195,6.527628186,0.029409431,0.200931931,0.011081931,4146.793,4140.41364,other
817,CCCCCCCCCCCCCSc1nc2ccccc2[nH]1,0.316869264,6.966,332.557,2,1,28.68,13,0.91,0.1,2,1,0,0,1.829,-0.20451,-0.00946,0.19505,0.20451,0.00946,0.106985,0.097525,10.25378108,0.058681314,0.214428814,0.000458814,2979.65,2976.9579,other
818,CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9491,0.1,8,0,0,0,1.3977,-0.20786,0.00354,0.2114,0.20786,-0.00354,0.10216,0.1057,9.460737938,0.049369279,0.204379279,5.93E-05,4239.715,4241.489312,Schiff bases
819,CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,0.394353088,4.31872,438.671,10,2,91.75,15,0.9541,0.1,8,2,0,0,3.8632,-0.19914,-0.05756,0.14158,0.19914,0.05756,0.12835,0.07079,14.12628902,0.116356283,0.280101283,0.023401283,3272.563,3287.767622,Schiff bases
820,CCCCCCn1cc[n+](C)c1.[I-],0.370191345,-1.1031,294.18,1,0,8.81,5,0.747,0.1,2,0,0,0,,,,,,,,,,,,,,,Brominated
821,CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.3143137,3.8473,411.558,8,4,106.68,13,0.9501,0.1,9,0,0,0,3.3121,-0.19612,-0.01469,0.18143,0.19612,0.01469,0.105405,0.090715,11.02353525,0.061236918,0.211999418,0.001189418,3916.577,3906.785232,other
822,CCCCCCOC1C(C2CO2)OC2OC(C)(C)OC21,0.530393373,2.2271,286.368,5,0,49.45,7,0.904,0.1,0,0,5,0,3.8401,-0.24799,0.06618,0.31417,0.24799,-0.06618,0.090905,0.157085,6.365980202,0.026303336,0.195750836,0.013940836,2389.877,2391.419779,other
823,[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.560220765,0.265,357.295,1,0,8.81,6,0.874,0.1,2,0,0,0,,,,,,,,,,,,,,,Benzimidazoles
824,CCCCCCSc1nc2ccccc2[nH]1,0.598094347,4.2353,234.368,2,1,28.68,6,0.83,0.1,2,1,0,0,1.7004,-0.204,-0.00879,0.19521,0.204,0.00879,0.106395,0.097605,10.24537677,0.0579883,0.2131858,0.0003958,2297.61,2303.992611,Triazines
825,CCCCCCSc1ncnn1N,0.43089848,1.6643,200.311,5,1,56.73,6,0.9,0.1,4,1,0,0,0.9896,-0.21633,0.01156,0.22789,0.21633,-0.01156,0.102385,0.113945,8.776163939,0.045998895,0.205356395,0.000586395,1766.591,1770.584544,Triazines
826,CCCCn1cc[n+](C)c1.[I-],0.447019227,-1.8833,266.126,1,0,8.81,3,0.592,0.1,2,0,0,0,,,,,,,,,,,,,,,Triazines
827,CCCN(CCC)Cc1ccc2cccnc2c1O,0.860282465,3.5624,258.365,3,1,36.36,6,0.903,0.1,2,0,1,0,2.8255,-0.19511,-0.05944,0.13567,0.19511,0.05944,0.127275,0.067835,14.74165254,0.119399467,0.280591967,0.026041967,2581.298,2577.4941,Imidazoles
828,CCCn1cc[n+](C)c1.[I-],0.414324009,-2.2734,252.099,1,0,8.81,2,0.589,0.1,2,0,0,0,,,,,,,,,,,,,,,other
829,CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.780336143,2.3202,325.206,3,0,40.62,5,0.903,0.1,2,0,2,0,5.2138,-0.22696,-0.10315,0.12381,0.22696,0.10315,0.165055,0.061905,16.15378402,0.220040005,0.416047505,0.085937505,2746.644,2753.443227,other
830,CCN(CC)CCN1C(=O)C(=O)c2cc(F)ccc21,0.75995588,1.6968,264.3,3,0,40.62,5,0.86,0.1,2,0,2,0,5.9165,-0.21443,-0.09657,0.11786,0.21443,0.09657,0.1555,0.05893,16.96928559,0.205160784,0.390125784,0.079125784,2094.817,2096.911908,other
831,CCN(CC)CCN1C(=O)C(=O)c2ccccc21,0.740220911,1.5577,246.31,3,0,40.62,5,0.843,0.1,2,0,2,0,5.3937,-0.2209,-0.09391,0.12699,0.2209,0.09391,0.157405,0.063495,15.7492716,0.195104607,0.384257107,0.069447107,2199.114,2197.799973,other
832,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.788610417,2.7988,274.364,4,1,45.59,7,0.878,0.1,2,0,2,0,2.7138,-0.20133,-0.05433,0.147,0.20133,0.05433,0.12783,0.0735,13.60544218,0.111159924,0.275739924,0.020079924,2210.691,2210.439555,other
833,CCN1C(=O)CC(C)=Nn2cnnc21,0.642205578,0.2587,193.21,5,0,63.38,1,0.956,0.1,5,0,1,0,4.1465,-0.23644,-0.04752,0.18892,0.23644,0.04752,0.14198,0.09446,10.58649164,0.106702945,0.295912945,0.011952945,1418.466,,Imidazoles
834,CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,0.617634474,2.1584,402.451,9,0,102.15,8,0.826,0.1,4,0,5,0,3.5396,-0.23211,-0.04097,0.19114,0.23211,0.04097,0.13654,0.09557,10.46353458,0.097536735,0.281861735,0.008781735,3574.703,3578.035272,Quinolines
835,CCOC(=O)CC(=O)NCc1ccc(O)c2ncccc12,0.64283812,1.5098,288.303,5,2,88.52,5,0.773,0.1,2,0,4,0,4.5117,-0.20792,-0.06355,0.14437,0.20792,0.06355,0.135735,0.072185,13.85329362,0.127616473,0.299443973,0.027973973,1870.664,1866.812505,Imidazoles
836,CCOP(=O)(O)C(NC)c1cccc(OC)c1,0.765927801,2.1351,259.242,4,2,67.79,6,0.7176,0.1,1,0,4,1,3.2881,-0.21765,-0.00766,0.20999,0.21765,0.00766,0.112655,0.104995,9.52426306,0.060436921,0.225589421,0.000279421,2161.385,2156.757408,Indigo derivative
837,CCOP(=O)(O)C(NC)c1ccccc1OC,0.765927801,2.1351,259.242,4,2,67.79,6,0.7687,0.1,1,0,4,1,1.6825,-0.21915,-0.01016,0.20899,0.21915,0.01016,0.114655,0.104495,9.569835877,0.062901426,0.229803926,0.000493926,1961.636,1962.204235,Indigo derivative
838,CCOP(=O)(OCC)C(O)c1ccccc1,0.781471409,2.9436,244.227,4,1,55.76,6,0.71,0.1,0,0,4,1,1.6365,-0.24991,-0.01528,0.23463,0.24991,0.01528,0.132595,0.117315,8.524059157,0.074932592,0.266185092,0.000995092,2163.282,2163.83656,Indigo derivative
839,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.9072,0.1,2,0,0,0,,,,,,,,,,,,,3392.696,3397.85834,Quinolines
840,Clc1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.201523642,8.5072,511.456,4,0,35.64,7,0.79,0.1,4,0,0,0,,,,,,,,,,,,,3999.728,3999.550288,other
841,Clc1ccc(-n2ccnc2)cc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.246,0.1,2,0,0,0,1.9845,-0.22814,-0.03797,0.19017,0.22814,0.03797,0.133055,0.095085,10.51690593,0.093093722,0.273691222,0.007581222,1215.163,,Triazole
842,Clc1cccc(-n2ccnc2)c1,0.656380298,2.5257,178.622,2,0,17.82,1,0.518,0.1,2,0,0,0,3.5249,-0.2301,-0.03836,0.19174,0.2301,0.03836,0.13423,0.09587,10.4307917,0.093969401,0.276134401,0.007674401,1554.606,,Quinolines
843,Clc1ccccc1-n1ccnc1,0.656380298,2.5257,178.622,2,0,17.82,1,0.441,0.1,2,0,0,0,4.6543,-0.22514,-0.03557,0.18957,0.22514,0.03557,0.130355,0.094785,10.55019254,0.089636683,0.267384183,0.006674183,1566.403,,Phosphonate esters
844,Clc1ncc[nH]1,0.521511091,1.0631,102.524,1,1,28.68,0,0.394,0.1,2,0,0,0,3.8367,-0.22765,0.02011,0.24776,0.22765,-0.02011,0.10377,0.12388,8.072328059,0.043462274,0.209172274,0.001632274,,,Phosphonate esters
845,ClCc1nc2ccccc2[nH]1,0.647495777,2.3017,166.611,1,1,28.68,1,0.789,0.1,2,0,0,0,1.9413,-0.22322,-0.02418,0.19904,0.22322,0.02418,0.1237,0.09952,10.04823151,0.076877462,0.250337462,0.002937462,1043.441,,other
846,CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.806113567,3.1595,291.354,3,1,48.99,3,0.942,0.1,3,0,1,0,1.891,-0.18511,-0.06769,0.11742,0.18511,0.06769,0.1264,0.05871,17.03287345,0.136066769,0.291821769,0.039021769,2211.304,2210.77134,other
847,CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.9278,0.1,4,0,0,0,1.059,-0.19107,-0.0373,0.15377,0.19107,0.0373,0.114185,0.076885,13.00643819,0.084790364,0.237417864,0.009047864,4771.569,4772.26594,Benzimidazoles
848,CN(C)c1ccc(/C=N/c2ccccc2S)cc1,0.652198006,3.7919,256.374,3,1,15.6,3,0.557,0.1,2,1,0,0,5.6209,-0.19975,-0.04405,0.1557,0.19975,0.04405,0.1219,0.07785,12.84521516,0.095437444,0.256262444,0.012462444,2655.99,2650.498578,Imidazoles
849,CN(C)c1ccc(/C=N/Cc2ccc(O)c3ncccc23)cc1,0.748879178,3.6255,305.381,4,1,48.72,4,0.911,0.1,3,0,1,0,5.0518,-0.19195,-0.05344,0.13851,0.19195,0.05344,0.122695,0.069255,14.43939066,0.108685749,0.266008249,0.020618249,2809.912,2803.839003,Imidazoles
850,CN(C)c1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1,0.679191675,2.065,303.387,4,1,61.77,5,0.423,0.1,3,1,2,0,8.026,-0.20208,-0.04542,0.15666,0.20208,0.04542,0.12375,0.07833,12.7665007,0.097753495,0.260668495,0.013168495,2093.016,2096.858268,Imidazoles
851,CN(C)c1ccc(-c2nnc(-c3ccc(N(C)C)cc3)o2)cc1,0.737498617,3.5356,308.385,5,0,45.4,4,0.898,0.1,4,0,1,0,5.3891,-0.1821,-0.03552,0.14658,0.1821,0.03552,0.10881,0.07329,13.64442625,0.080772384,0.226227384,0.008607384,2486.272,2487.737408,Imidazoles
852,CN(C)Cc1ccc2cccnc2c1O,0.808795169,2.002,202.257,3,1,36.36,2,0.866,0.1,2,0,1,0,3.1673,-0.19876,-0.06007,0.13869,0.19876,0.06007,0.129415,0.069345,14.42065037,0.120760273,0.284847773,0.026017773,1634.123,,Benzimidazoles
853,CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,0.846319882,2.1118,266.3,2,1,49.41,2,0.807,0.1,2,0,2,0,2.093,-0.24292,-0.02694,0.21598,0.24292,0.02694,0.13493,0.10799,9.260116677,0.084295328,0.273220328,0.003360328,2640.044,2639.966108,Quinoxalines
854,Cn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O,0.533791648,2.5087,281.271,5,0,78.03,2,0.8733,0.1,3,0,3,0,2.8491,-0.23684,-0.10351,0.13333,0.23684,0.10351,0.170175,0.066665,15.00037501,0.21720191,0.42070941,0.08035941,2239.417,2237.177435,other
855,Cn1c(-c2ccc(O)cc2)nc2ccccc2c1=O,0.722669886,2.3061,252.273,4,1,55.12,1,0.8826,0.1,2,0,2,0,3.0641,-0.21993,-0.03586,0.18407,0.21993,0.03586,0.127895,0.092035,10.86543163,0.088863644,0.262776144,0.006986144,1952.928,1951.283208,Schiff bases
856,Cn1c(-c2ccccc2)nc2ccccc2c1=O,0.650602752,2.6005,236.274,3,0,34.89,1,0.868,0.1,2,0,1,0,2.7296,-0.22355,-0.04071,0.18284,0.22355,0.04071,0.13213,0.09142,10.93852549,0.095484232,0.273324232,0.009064232,1792.824,1795.065462,other
857,CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,0.82033759,1.5623,316.43,4,2,51.63,2,0.92,0.1,4,1,1,0,4.1426,-0.19666,-0.06823,0.12843,0.19666,0.06823,0.132445,0.064215,15.57268551,0.136585518,0.301138018,0.036248018,3105.096,3097.333431,other
858,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.800122242,3.7227,326.831,4,1,30.87,0,0.916,0.1,4,0,0,0,4.6101,-0.18651,-0.04726,0.13925,0.18651,0.04726,0.116885,0.069625,14.36265709,0.098112052,0.249809552,0.016039552,2806.382,2809.989763,other
859,CN1CCN(Cc2ccc3cccnc3c2O)CC1,0.888421427,1.6878,257.337,4,1,39.6,2,0.899,0.1,3,0,1,0,4.2382,-0.19511,-0.04541,0.1497,0.19511,0.04541,0.12026,0.07485,13.36005344,0.09660967,0.25429467,0.01377467,2244.138,2243.518656,Quinolines
860,CNc1ccc(OC)cc1,0.669935642,1.7369,137.182,2,1,21.26,2,0.789,0.1,1,0,1,0,1.6379,-0.17728,0.00788,0.18516,0.17728,-0.00788,0.0847,0.09258,10.801469,0.038745355,0.169735355,0.000335355,1109.809,,Imidazoles
861,COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.35029642,6.5875,418.496,4,1,47.28,5,0.943,0.1,2,0,2,0,5.6825,-0.18662,-0.02364,0.16298,0.18662,0.02364,0.10513,0.08149,12.27144435,0.067813946,0.213688946,0.003428946,3580.085,3583.489865,Quinazolines
862,COc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.628144734,3.0547,312.321,4,1,72.83,7,0.8779,0.1,0,0,5,0,6.183,-0.21494,-0.0549,0.16004,0.21494,0.0549,0.13492,0.08002,12.49687578,0.113742854,0.288672854,0.018832854,2531.261,2526.699072,Quinazolines
863,COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9385,0.1,3,0,2,0,2.8137,-0.19358,-0.0506,0.14298,0.19358,0.0506,0.12209,0.07149,13.98797035,0.10425212,0.26208712,0.01790712,3362.057,3354.74838,Quinazolines
864,COc1ccc(/C=C/c2nc3ccc(C)cc3[nH]c2=O)cc1,0.8045268,3.41052,292.338,3,1,54.98,3,0.92,0.1,2,0,2,0,1.7033,-0.19994,-0.06992,0.13002,0.19994,0.06992,0.13493,0.06501,15.38224888,0.140025418,0.307460418,0.037600418,2303.594,2297.341132,Quinolines
865,COc1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,0.800581628,3.1021,278.311,3,1,54.98,3,0.94,0.1,2,0,2,0,1.4097,-0.20325,-0.06961,0.13364,0.20325,0.06961,0.13643,0.06682,14.96557917,0.139278247,0.309118247,0.036258247,2326.492,2329.09939,other
866,COc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC)cc4)cc3)cc2)cc1,0.306154442,6.872,420.512,4,0,43.18,7,0.9218,0.1,2,0,2,0,2.727,-0.19773,-0.04257,0.15516,0.19773,0.04257,0.12015,0.07758,12.88992008,0.093039588,0.251979588,0.011679588,3133.648,3135.0564,other
867,COc1ccc(/C=N/c2cccc(C(=O)O)c2)cc1O,0.837907871,2.8496,271.272,4,2,79.12,4,0.7797,0.1,1,0,4,0,2.2578,-0.21113,-0.0512,0.15993,0.21113,0.0512,0.131165,0.079965,12.50547114,0.107573671,0.278721171,0.016391171,2212.92,2216.374176,Anisole
868,COc1ccc(/C=N\\N2C(=S)NNC2C)cc1,0.620574287,1.0698,250.327,4,2,48.89,3,0.81,0.1,4,1,1,0,4.0079,-0.20217,-0.04334,0.15883,0.20217,0.04334,0.122755,0.079415,12.59207958,0.094873702,0.257336202,0.011826202,1840.749,1846.09857,Imidazoles
869,COc1ccc(/C=N\NC(N)=S)cc1,0.440225766,0.8623,209.274,3,2,59.64,3,0.734,0.1,3,1,1,0,6.1159,-0.20003,-0.04245,0.15758,0.20003,0.04245,0.12124,0.07879,12.69196599,0.093280477,0.253915477,0.011435477,1380.758,1383.369192,Chalcone
870,COc1ccc(C=O)cc1Br,0.706989908,2.2702,215.046,2,0,26.3,2,0.793,0.1,0,0,2,0,3.1276,-0.23775,-0.06176,0.17599,0.23775,0.06176,0.149755,0.087995,11.36428206,0.127430877,0.321183377,0.021673377,1265.382,1264.337004,Schiff bases
871,COc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.852738092,2.5973,326.352,5,2,80.15,6,0.86,0.1,2,0,4,0,2.9578,-0.17938,-0.0196,0.15978,0.17938,0.0196,0.09949,0.07989,12.51721117,0.061949306,0.201384306,0.002404306,2741.067,2744.1468,other
872,COc1ccc(-c2nnc(-c3ccc(OC)cc3)n2N)cc1,0.747904394,2.3431,296.33,6,1,75.19,4,0.948,0.1,4,0,2,0,6.2542,-0.20295,-0.02281,0.18014,0.20295,0.02281,0.11288,0.09007,11.10247585,0.070733287,0.228648287,0.002888287,2583.798,2579.990244,other
873,COc1ccc(N)c([N+](=O)[O-])c1,0.408306999,1.1856,168.152,4,1,78.39,2,0.813,0.1,2,0,3,0,5.6806,-0.20815,-0.08355,0.1246,0.20815,0.08355,0.14585,0.0623,16.05136437,0.170724097,0.347724097,0.056024097,1346.271,,other
874,COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.544882981,3.7156,419.437,7,3,103.62,5,0.653,0.1,3,0,5,0,6.4352,-0.19145,-0.05053,0.14092,0.19145,0.05053,0.12099,0.07046,14.19244962,0.103878655,0.260098655,0.018118655,2931.846,2922.932888,Schiff bases
875,COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.586382784,3.0633,342.347,5,1,82.06,8,0.9218,0.1,0,0,6,0,4.8031,-0.20203,-0.0535,0.14853,0.20203,0.0535,0.127765,0.074265,13.46529321,0.109903018,0.274800518,0.019270518,2819.208,2812.90581,other
876,COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccc(Br)cc3)ccc2c1,0.448260676,5.2548,425.326,3,1,50.69,5,0.84,0.1,2,0,2,0,3.3903,-0.20795,-0.04682,0.16113,0.20795,0.04682,0.127385,0.080565,12.41233786,0.10070712,0.26837462,0.01360462,3300.534,3291.70487,other
877,COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,0.546421752,4.4923,346.43,3,1,50.69,5,0.79,0.1,2,0,2,0,3.4215,-0.20251,-0.04424,0.15827,0.20251,0.04424,0.123375,0.079135,12.6366336,0.096173568,0.259116068,0.012366068,3152.798,3156.739245,Anisole
878,COc1cccc(-c2cnc3cc([N+](=O)[O-])ccc3n2)c1OC,0.542794258,3.2222,311.297,6,0,87.38,4,0.91,0.1,3,0,4,0,8.1065,-0.23015,-0.10819,0.12196,0.23015,0.10819,0.16917,0.06098,16.39881929,0.234654714,0.434314714,0.095974714,2623.201,2623.48941,other
879,COc1cccc(-c2cnc3ccccc3n2)c1OC,0.729162508,3.314,266.3,4,0,44.24,3,0.91,0.1,2,0,2,0,2.5633,-0.21887,-0.07441,0.14446,0.21887,0.07441,0.14664,0.07223,13.84466288,0.148852898,0.331607898,0.038327898,2229.026,2228.035168,other
880,N#CC1=C(N)N(C2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,0.172953213,-2.58292,488.413,12,7,252.06,4,0.9065,0.1,6,0,9,0,10.6066,-0.2296,-0.08725,0.14235,0.2296,0.08725,0.158425,0.071175,14.04987706,0.176315284,0.370327784,0.053477784,3823.588,3818.881728,Anisole
881,N#CCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.930455472,1.83868,283.331,5,1,69.38,3,0.86,0.1,3,0,2,0,2.822,-0.21772,-0.07196,0.14576,0.21772,0.07196,0.14484,0.07288,13.72118551,0.143925807,0.325205807,0.035525807,1765.693,1765.97824,Schiff bases
882,N[C@@H](CS)C(=O)O,0.424381502,-0.6719,121.161,3,3,63.32,2,0.14,0.1,1,1,2,0,1.6862,-0.23909,-0.00654,0.23255,0.23909,0.00654,0.122815,0.116275,8.600301011,0.064861424,0.245813924,0.000183924,,,Chalcone
